file_id,file_path,detection_id,detection_start_s,detection_end_s,presence_label,species_name,detection_probability,recorder_id,date_time,processed_at,segment_idx,embedding_file,audio_file,utm_x,utm_y,station_name,Elevation,habitat_type,location_situation,path,basename,filename_stem,start_s,end_s,class,species_display,FinalLabelEffective,species_name_original,presence_label_original,validation_state,validation_label,validation_species,validated_by,validated_at,validation_method,user_changed,user_changed_by,user_changed_at,validation_state_effective
2MM03352_20250425_110545,/Users/alastairpickering/Desktop/gibbon/present_1/present/2MM03352_20250425_110545.wav,2MM03352_20250425_110545:10.000-15.000,10,15.0,present,1,0.789178193,2MM03352,20250425_110545,2025-08-15T13:34:14,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/2MM03352_20250425_110545.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/2MM03352_20250425_110545.wav,2MM03352_20250425_110545,2mm03352_20250425_110545,10,15.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250503_142302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250503_142302.wav,CCMNP-S-R10_20250503_142302:0.000-10.000,0,10.0,present,1,0.760000288,CCMNP-S-R10,20250503_142302,2025-08-15T13:39:47,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250503_142302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250503_142302.wav,CCMNP-S-R10_20250503_142302,ccmnp-s-r10_20250503_142302,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_051402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_051402.wav,CCMNP-S-R10_20250504_051402:10.000-20.000,10,20.0,present,1,0.71842891,CCMNP-S-R10,20250504_051402,2025-08-15T15:09:17,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_051402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_051402.wav,CCMNP-S-R10_20250504_051402,ccmnp-s-r10_20250504_051402,10,20.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_052102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_052102.wav,CCMNP-S-R10_20250504_052102:0.000-10.000,0,10.0,present,1,0.708766282,CCMNP-S-R10,20250504_052102,2025-08-15T15:09:43,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_052102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_052102.wav,CCMNP-S-R10_20250504_052102,ccmnp-s-r10_20250504_052102,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_061502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_061502.wav,CCMNP-S-R10_20250504_061502:50.000-58.000,50,58.0,present,1,0.856213272,CCMNP-S-R10,20250504_061502,2025-08-15T15:16:33,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_061502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_061502.wav,CCMNP-S-R10_20250504_061502,ccmnp-s-r10_20250504_061502,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_062202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_062202.wav,CCMNP-S-R10_20250504_062202:0.000-10.000,0,10.0,present,1,0.714960098,CCMNP-S-R10,20250504_062202,2025-08-15T15:16:33,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_062202.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_062202.wav,CCMNP-S-R10_20250504_062202,ccmnp-s-r10_20250504_062202,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_063002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_063002.wav,CCMNP-S-R10_20250504_063002:0.000-10.000,0,10.0,present,1,0.641296983,CCMNP-S-R10,20250504_063002,2025-08-15T15:19:55,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_063002.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_063002.wav,CCMNP-S-R10_20250504_063002,ccmnp-s-r10_20250504_063002,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_064302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_064302.wav,CCMNP-S-R10_20250504_064302:0.000-10.000,0,10.0,present,1,0.824958384,CCMNP-S-R10,20250504_064302,2025-08-15T15:20:43,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_064302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_064302.wav,CCMNP-S-R10_20250504_064302,ccmnp-s-r10_20250504_064302,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_064502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_064502.wav,CCMNP-S-R10_20250504_064502:50.000-58.000,50,58.0,present,1,0.753062665,CCMNP-S-R10,20250504_064502,2025-08-15T15:20:46,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_064502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_064502.wav,CCMNP-S-R10_20250504_064502,ccmnp-s-r10_20250504_064502,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_065102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_065102.wav,CCMNP-S-R10_20250504_065102:50.000-58.000,50,58.0,present,1,0.870676458,CCMNP-S-R10,20250504_065102,2025-08-15T15:20:50,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_065102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_065102.wav,CCMNP-S-R10_20250504_065102,ccmnp-s-r10_20250504_065102,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_070002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070002.wav,CCMNP-S-R10_20250504_070002:40.000-50.000,40,50.0,present,1,0.627490342,CCMNP-S-R10,20250504_070002,2025-08-15T15:21:29,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070002.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070002.wav,CCMNP-S-R10_20250504_070002,ccmnp-s-r10_20250504_070002,40,50.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_070202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070202.wav,CCMNP-S-R10_20250504_070202:20.000-30.000,20,30.0,present,1,0.747897625,CCMNP-S-R10,20250504_070202,2025-08-15T15:21:29,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070202.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070202.wav,CCMNP-S-R10_20250504_070202,ccmnp-s-r10_20250504_070202,20,30.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_070802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070802.wav,CCMNP-S-R10_20250504_070802:20.000-30.000,20,30.0,present,1,0.649833858,CCMNP-S-R10,20250504_070802,2025-08-15T15:21:36,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070802.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070802.wav,CCMNP-S-R10_20250504_070802,ccmnp-s-r10_20250504_070802,20,30.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_070802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070802.wav,CCMNP-S-R10_20250504_070802:50.000-58.000,50,58.0,present,1,0.896595061,CCMNP-S-R10,20250504_070802,2025-08-15T15:21:36,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070802.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070802.wav,CCMNP-S-R10_20250504_070802,ccmnp-s-r10_20250504_070802,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_070902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070902.wav,CCMNP-S-R10_20250504_070902:50.000-58.000,50,58.0,present,1,0.759582579,CCMNP-S-R10,20250504_070902,2025-08-15T15:21:36,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_070902.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_070902.wav,CCMNP-S-R10_20250504_070902,ccmnp-s-r10_20250504_070902,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_071002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071002.wav,CCMNP-S-R10_20250504_071002:0.000-10.000,0,10.0,present,1,0.82102108,CCMNP-S-R10,20250504_071002,2025-08-15T15:21:36,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071002.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071002.wav,CCMNP-S-R10_20250504_071002,ccmnp-s-r10_20250504_071002,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_071002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071002.wav,CCMNP-S-R10_20250504_071002:30.000-40.000,30,40.0,present,1,0.805399954,CCMNP-S-R10,20250504_071002,2025-08-15T15:21:36,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071002.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071002.wav,CCMNP-S-R10_20250504_071002,ccmnp-s-r10_20250504_071002,30,40.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_071102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071102.wav,CCMNP-S-R10_20250504_071102:10.000-20.000,10,20.0,present,1,0.733026624,CCMNP-S-R10,20250504_071102,2025-08-15T15:21:37,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071102.wav,CCMNP-S-R10_20250504_071102,ccmnp-s-r10_20250504_071102,10,20.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_071302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071302.wav,CCMNP-S-R10_20250504_071302:50.000-58.000,50,58.0,present,1,0.910079062,CCMNP-S-R10,20250504_071302,2025-08-15T15:21:43,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071302.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071302.wav,CCMNP-S-R10_20250504_071302,ccmnp-s-r10_20250504_071302,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_071402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071402.wav,CCMNP-S-R10_20250504_071402:20.000-30.000,20,30.0,present,1,0.689925492,CCMNP-S-R10,20250504_071402,2025-08-15T15:21:56,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071402.wav,CCMNP-S-R10_20250504_071402,ccmnp-s-r10_20250504_071402,20,30.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_071402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071402.wav,CCMNP-S-R10_20250504_071402:50.000-58.000,50,58.0,present,1,0.688221037,CCMNP-S-R10,20250504_071402,2025-08-15T15:21:56,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071402.wav,CCMNP-S-R10_20250504_071402,ccmnp-s-r10_20250504_071402,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_071502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071502.wav,CCMNP-S-R10_20250504_071502:50.000-58.000,50,58.0,present,1,0.837078333,CCMNP-S-R10,20250504_071502,2025-08-15T15:21:57,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_071502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_071502.wav,CCMNP-S-R10_20250504_071502,ccmnp-s-r10_20250504_071502,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_072502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_072502.wav,CCMNP-S-R10_20250504_072502:50.000-58.000,50,58.0,present,1,0.629727185,CCMNP-S-R10,20250504_072502,2025-08-15T15:23:59,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_072502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_072502.wav,CCMNP-S-R10_20250504_072502,ccmnp-s-r10_20250504_072502,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_074002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_074002.wav,CCMNP-S-R10_20250504_074002:50.000-58.000,50,58.0,present,1,0.629718661,CCMNP-S-R10,20250504_074002,2025-08-15T15:24:44,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_074002.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_074002.wav,CCMNP-S-R10_20250504_074002,ccmnp-s-r10_20250504_074002,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_074502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_074502.wav,CCMNP-S-R10_20250504_074502:0.000-10.000,0,10.0,present,1,0.868098915,CCMNP-S-R10,20250504_074502,2025-08-15T15:25:48,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_074502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_074502.wav,CCMNP-S-R10_20250504_074502,ccmnp-s-r10_20250504_074502,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_074902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_074902.wav,CCMNP-S-R10_20250504_074902:50.000-58.000,50,58.0,present,1,0.852462113,CCMNP-S-R10,20250504_074902,2025-08-15T15:25:54,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_074902.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_074902.wav,CCMNP-S-R10_20250504_074902,ccmnp-s-r10_20250504_074902,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_075802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_075802.wav,CCMNP-S-R10_20250504_075802:50.000-58.000,50,58.0,present,1,0.682646871,CCMNP-S-R10,20250504_075802,2025-08-15T16:01:56,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_075802.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_075802.wav,CCMNP-S-R10_20250504_075802,ccmnp-s-r10_20250504_075802,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_080402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_080402.wav,CCMNP-S-R10_20250504_080402:30.000-40.000,30,40.0,present,1,0.651456535,CCMNP-S-R10,20250504_080402,2025-08-15T16:01:57,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_080402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_080402.wav,CCMNP-S-R10_20250504_080402,ccmnp-s-r10_20250504_080402,30,40.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_080702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_080702.wav,CCMNP-S-R10_20250504_080702:0.000-10.000,0,10.0,present,1,0.689154327,CCMNP-S-R10,20250504_080702,2025-08-15T16:02:46,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_080702.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_080702.wav,CCMNP-S-R10_20250504_080702,ccmnp-s-r10_20250504_080702,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_080702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_080702.wav,CCMNP-S-R10_20250504_080702:50.000-58.000,50,58.0,present,1,0.82419461,CCMNP-S-R10,20250504_080702,2025-08-15T16:02:46,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_080702.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_080702.wav,CCMNP-S-R10_20250504_080702,ccmnp-s-r10_20250504_080702,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_081702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_081702.wav,CCMNP-S-R10_20250504_081702:10.000-20.000,10,20.0,present,1,0.763438761,CCMNP-S-R10,20250504_081702,2025-08-15T16:02:55,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_081702.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_081702.wav,CCMNP-S-R10_20250504_081702,ccmnp-s-r10_20250504_081702,10,20.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_081902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_081902.wav,CCMNP-S-R10_20250504_081902:0.000-10.000,0,10.0,present,1,0.715370297,CCMNP-S-R10,20250504_081902,2025-08-15T16:02:56,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_081902.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_081902.wav,CCMNP-S-R10_20250504_081902,ccmnp-s-r10_20250504_081902,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_082002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082002.wav,CCMNP-S-R10_20250504_082002:50.000-58.000,50,58.0,present,1,0.853897274,CCMNP-S-R10,20250504_082002,2025-08-15T16:03:00,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082002.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082002.wav,CCMNP-S-R10_20250504_082002,ccmnp-s-r10_20250504_082002,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_082102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082102.wav,CCMNP-S-R10_20250504_082102:30.000-40.000,30,40.0,present,1,0.675889969,CCMNP-S-R10,20250504_082102,2025-08-15T16:03:02,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082102.wav,CCMNP-S-R10_20250504_082102,ccmnp-s-r10_20250504_082102,30,40.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_082102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082102.wav,CCMNP-S-R10_20250504_082102:40.000-50.000,40,50.0,present,1,0.784171879,CCMNP-S-R10,20250504_082102,2025-08-15T16:03:02,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082102.wav,CCMNP-S-R10_20250504_082102,ccmnp-s-r10_20250504_082102,40,50.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_082102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082102.wav,CCMNP-S-R10_20250504_082102:50.000-58.000,50,58.0,present,1,0.897701442,CCMNP-S-R10,20250504_082102,2025-08-15T16:03:02,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082102.wav,CCMNP-S-R10_20250504_082102,ccmnp-s-r10_20250504_082102,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_082402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082402.wav,CCMNP-S-R10_20250504_082402:50.000-58.000,50,58.0,present,1,0.689135432,CCMNP-S-R10,20250504_082402,2025-08-15T16:05:01,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082402.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082402.wav,CCMNP-S-R10_20250504_082402,ccmnp-s-r10_20250504_082402,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_082502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082502.wav,CCMNP-S-R10_20250504_082502:0.000-10.000,0,10.0,present,1,0.846370637,CCMNP-S-R10,20250504_082502,2025-08-15T16:05:02,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_082502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_082502.wav,CCMNP-S-R10_20250504_082502,ccmnp-s-r10_20250504_082502,0,10.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_083502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_083502.wav,CCMNP-S-R10_20250504_083502:50.000-58.000,50,58.0,present,1,0.640576959,CCMNP-S-R10,20250504_083502,2025-08-15T16:05:49,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_083502.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_083502.wav,CCMNP-S-R10_20250504_083502,ccmnp-s-r10_20250504_083502,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_084002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_084002.wav,CCMNP-S-R10_20250504_084002:30.000-40.000,30,40.0,present,1,0.653745234,CCMNP-S-R10,20250504_084002,2025-08-15T16:05:54,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_084002.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_084002.wav,CCMNP-S-R10_20250504_084002,ccmnp-s-r10_20250504_084002,30,40.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_085002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_085002.wav,CCMNP-S-R10_20250504_085002:20.000-30.000,20,30.0,present,1,0.793803275,CCMNP-S-R10,20250504_085002,2025-08-15T16:06:39,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_085002.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_085002.wav,CCMNP-S-R10_20250504_085002,ccmnp-s-r10_20250504_085002,20,30.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_085702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_085702.wav,CCMNP-S-R10_20250504_085702:50.000-58.000,50,58.0,present,1,0.846554995,CCMNP-S-R10,20250504_085702,2025-08-15T16:06:49,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_085702.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_085702.wav,CCMNP-S-R10_20250504_085702,ccmnp-s-r10_20250504_085702,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_090102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090102.wav,CCMNP-S-R10_20250504_090102:50.000-58.000,50,58.0,present,1,0.978233099,CCMNP-S-R10,20250504_090102,2025-08-15T16:07:49,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090102.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090102.wav,CCMNP-S-R10_20250504_090102,ccmnp-s-r10_20250504_090102,50,58.0,1,1,present,1,present,,,,,,,0,,,
CCMNP-S-R10_20250504_090202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090202.wav,CCMNP-S-R10_20250504_090202:30.000-40.000,30,40.0,present,1,0.896538615,CCMNP-S-R10,20250504_090202,2025-08-15T16:07:50,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_090202.wav,,,,,,,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_090202.wav,CCMNP-S-R10_20250504_090202,ccmnp-s-r10_20250504_090202,30,40.0,1,1,present,1,present,,,,,,,0,,,
