file_id,file_path,detection_id,detection_start_s,detection_end_s,presence_label,species_name,detection_probability,recorder_id,date_time,Unnamed: 0,lat,lon,_source_csv
20240201_073100T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073100T.WAV,20240201_073100T.WAV:12.000-15.000,12,15,present,Passer montanus,0.505321264,,20240201_073100,1,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073100T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073100T.WAV,20240201_073100T.WAV:27.000-30.000,27,30,present,Passer domesticus,0.860443413,,20240201_073100,3,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073100T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073100T.WAV,20240201_073100T.WAV:42.000-45.000,42,45,present,Passer domesticus,0.936061621,,20240201_073100,6,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073100T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073100T.WAV,20240201_073100T.WAV:45.000-48.000,45,48,present,Passer domesticus,0.58107549,,20240201_073100,7,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:3.000-6.000,3,6,present,Passer domesticus,0.844371736,,20240201_073200,10,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:6.000-9.000,6,9,present,Passer domesticus,0.88733691,,20240201_073200,11,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:9.000-12.000,9,12,present,Passer domesticus,0.73897934,,20240201_073200,12,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:12.000-15.000,12,15,present,Passer domesticus,0.868662,,20240201_073200,13,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:15.000-18.000,15,18,present,Passer domesticus,0.848756015,,20240201_073200,14,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:18.000-21.000,18,21,present,Passer domesticus,0.905341089,,20240201_073200,15,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:21.000-24.000,21,24,present,Passer domesticus,0.875334859,,20240201_073200,16,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:24.000-27.000,24,27,present,Passer domesticus,0.784897745,,20240201_073200,17,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:27.000-30.000,27,30,present,Passer domesticus,0.906401694,,20240201_073200,18,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:30.000-33.000,30,33,present,Passer domesticus,0.637357354,,20240201_073200,19,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:33.000-36.000,33,36,present,Motacilla alba,0.614935696,,20240201_073200,20,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:36.000-39.000,36,39,present,Passer domesticus,0.723674595,,20240201_073200,21,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:39.000-42.000,39,42,present,Passer domesticus,0.749717176,,20240201_073200,22,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:42.000-45.000,42,45,present,Passer domesticus,0.794183671,,20240201_073200,23,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:45.000-48.000,45,48,present,Passer domesticus,0.730794072,,20240201_073200,24,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073200T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073200T.WAV,20240201_073200T.WAV:48.000-51.000,48,51,present,Turdus iliacus,0.784137547,,20240201_073200,25,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073300T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073300T.WAV,20240201_073300T.WAV:0.000-3.000,0,3,present,Passer domesticus,0.921616614,,20240201_073300,28,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073300T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073300T.WAV,20240201_073300T.WAV:3.000-6.000,3,6,present,Passer domesticus,0.576623738,,20240201_073300,29,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073300T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073300T.WAV,20240201_073300T.WAV:6.000-9.000,6,9,present,Passer domesticus,0.790843844,,20240201_073300,30,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073300T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073300T.WAV,20240201_073300T.WAV:9.000-12.000,9,12,present,Passer domesticus,0.714087009,,20240201_073300,31,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073300T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073300T.WAV,20240201_073300T.WAV:12.000-15.000,12,15,present,Passer domesticus,0.580515981,,20240201_073300,32,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073400T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073400T.WAV,20240201_073400T.WAV:30.000-33.000,30,33,present,Regulus regulus,0.775641441,,20240201_073400,40,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073400T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073400T.WAV,20240201_073400T.WAV:36.000-39.000,36,39,present,Turdus iliacus,0.638631225,,20240201_073400,41,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073400T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073400T.WAV,20240201_073400T.WAV:39.000-42.000,39,42,present,Turdus iliacus,0.500191927,,20240201_073400,42,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073400T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073400T.WAV,20240201_073400T.WAV:48.000-51.000,48,51,present,Regulus regulus,0.803051114,,20240201_073400,43,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073500T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073500T.WAV,20240201_073500T.WAV:9.000-12.000,9,12,present,Sturnus vulgaris,0.650716305,,20240201_073500,45,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073500T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073500T.WAV,20240201_073500T.WAV:51.000-54.000,51,54,present,Turdus iliacus,0.858929157,,20240201_073500,50,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073600T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073600T.WAV,20240201_073600T.WAV:0.000-3.000,0,3,present,Regulus regulus,0.629531026,,20240201_073600,51,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073600T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073600T.WAV,20240201_073600T.WAV:3.000-6.000,3,6,present,Regulus regulus,0.512702107,,20240201_073600,52,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073600T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073600T.WAV,20240201_073600T.WAV:18.000-21.000,18,21,present,Sturnus vulgaris,0.799712956,,20240201_073600,53,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073600T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073600T.WAV,20240201_073600T.WAV:21.000-24.000,21,24,present,Regulus regulus,0.523357213,,20240201_073600,54,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073600T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073600T.WAV,20240201_073600T.WAV:42.000-45.000,42,45,present,Cyanistes caeruleus,0.988464534,,20240201_073600,59,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073600T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073600T.WAV,20240201_073600T.WAV:45.000-48.000,45,48,present,Cyanistes caeruleus,0.940156579,,20240201_073600,60,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073600T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073600T.WAV,20240201_073600T.WAV:48.000-51.000,48,51,present,Cyanistes caeruleus,0.795789719,,20240201_073600,61,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073600T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073600T.WAV,20240201_073600T.WAV:51.000-54.000,51,54,present,Cyanistes caeruleus,0.61653626,,20240201_073600,62,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073700T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073700T.WAV,20240201_073700T.WAV:0.000-3.000,0,3,present,Cyanistes caeruleus,0.861027539,,20240201_073700,64,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073700T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073700T.WAV,20240201_073700T.WAV:6.000-9.000,6,9,present,Cyanistes caeruleus,0.911506295,,20240201_073700,67,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
20240201_073700T.WAV,/Users/alastairpickering/Desktop/birdnet/audio/20240201_073700T.WAV,20240201_073700T.WAV:9.000-12.000,9,12,present,Cyanistes caeruleus,0.764018178,,20240201_073700,68,51.837572,-0.631973,/Users/alastairpickering/Desktop/birdnet/predictions/birdnet_raw_detections_index_final.csv
